label,accession,location,country,zone,Date,host,Clade,Authors,Institute
PP852958|MPXV|VSP200|Nigeria|Edo|2022,PP852958,Edo,Nigeria,SouthSouth,2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852965|MPXV|VSP207|Nigeria|Bayelsa|2023-03-14,PP852965,Bayelsa,Nigeria,SouthSouth,14/03/2023,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852948|MPXV|VSP190|Nigeria|Abia|2023-01-02,PP852948,Abia,Nigeria,SouthEast,02/01/2023,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852955|MPXV|VSP197|Nigeria|Edo|2022,PP852955,Edo,Nigeria,SouthSouth,2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852964|MPXV|VSP206|Nigeria|Niger|2023-03-15,PP852964,Niger,Nigeria,NorthCentral,15/03/2023,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852959|MPXV|VSP201|Nigeria|AkwaIbom|2023-02-21,PP852959,AkwaIbom,Nigeria,SouthSouth,21/02/2023,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852954|MPXV|VSP196|Nigeria|Abia|2023-01-24,PP852954,Abia,Nigeria,SouthEast,24/01/2023,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852971|MPXV|VSP214|Nigeria|FCT|2023-05-31,PP852971,FCT,Nigeria,NorthCentral,31/05/2023,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852970|MPXV|VSP213|Nigeria|Rivers|2023-05-16,PP852970,Rivers,Nigeria,SouthSouth,16/05/2023,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852946|MPXV|VSP188|Nigeria|Bayelsa|2022-12-26,PP852946,Bayelsa,Nigeria,SouthSouth,26/12/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852989|MPXV|TRM287|Nigeria|Kwara|2022-09-25,PP852989,kwara,Nigeria,NorthCentral,25/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852945|MPXV|TRM366|Nigeria|Lagos|2022-09-21,PP852945,Lagos,Nigeria,SouthWest,21/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853054|MPXV|TRM365|Nigeria||Ogun|2022-09-14,PP853054,Ogun,Nigeria,SouthWest,14/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853055|MPXV|TRM367|Nigeria|Anambra|2022-09-14,PP853055,Anambra,Nigeria,SouthEast,14/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP860029|22V-0932|MPXV|Cameroon|North-west|2022-11-08,PP860029,North-West,Cameroon,08/11/2022,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
PP860025|22V-09403|Cameroon|North-west|2022-11-11,PP860025,North-west,Cameroon ,11/11/2022,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
PP860026|14V-4552|MPXV|Cameroon|North-west|2018-05-10,PP860026,North-west,Cameroon,10/05/2018,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
PP860027|22V-07968|MPXV|Cameroon|South-west|2022-10-13,PP860027,South-west,Cameroon,13/10/2022,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
PP860028|22V-08501|MPXV|Cameroon|South-west|2022-10-27,PP860028,South-west,Cameroon,27/10/2022,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
PP860030|22V-07739|MPXV|Cameroon|South-west|2022-09-19,PP860030,South-west,Cameroon,19/09/2022,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
PP860031|21V-04877|MPXV|Cameroon|Centre-Cameroon|2021-07-22,PP860031,Centre,Cameroon,22/07/2021,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
PP860032|22V-8505|MPXV|Cameroon|South-west|2022,PP860032,South-west,Cameroon,2022,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
 PP860033|22V-7811|MPXV|Cameroon|South-west|2022, PP860033,South-west,Cameroon,2022,CladeIIb,Homo sapiens,,"Djuicy,D.D., Omah,I.F., Parker,E., Tomkins-Tinch,C.H., Otieno,J.R., Yifomnjou,M.H.M., Essengue,L.L.M., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Yonga,M.G.W., Essima,G.D., Touoyem,I.P., Mounchili,L.J.M., Eyangoh,S.I., Esso,L., Nguidjol,I.M.E., Metomb,S.F., Chebo,C., Agwe,S.M., Mossi,H.M., Bilounga,C.N., Etoundi,A.G.M., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., O'Toole,A., Magee,A., Zeller,M., Gangavarapu,K., Varilly,P., Park,D.J., Mboowa,G., Kifle Tessema,S., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Ihekweazu,C., Jide,I., Adetifa,I., Njoum,R. and Happi,C.T.","Centre Pasteur of Cameroon, Yaounde, Cameroon"
